effect_bonus_value_unit_ability_junctions_tables	0
dlc07_brt_fay_enchantress_wh_main_effect_magic_heavens_cooldown_urannons_thunderbolt	recharge_mod	wh_main_spell_heavens_urannons_thunderbolt
dlc07_brt_fay_enchantress_wh2_main_effect_magic_heavens_enable_urannons_thunderbolt_upgraded	enable_overchage	wh_main_spell_heavens_urannons_thunderbolt
dlc07_brt_fay_enchantress_wh2_main_effect_magic_heavens_enable_urannons_thunderbolt_upgraded	enable	wh_main_spell_heavens_urannons_thunderbolt
dlc07_brt_fay_enchantress_wh2_main_effect_magic_heavens_miscast_reduction_urannons_thunderbolt_upgraded	miscast_percentage_mod	wh_main_spell_heavens_urannons_thunderbolt_upgraded
dlc07_brt_fay_enchantress_wh2_main_effect_magic_heavens_reduce_wom_cost_urannons_thunderbolt	cost_mod	wh_main_spell_heavens_urannons_thunderbolt
dlc07_brt_fay_enchantress_wh2_main_effect_magic_heavens_reduce_wom_cost_urannons_thunderbolt_upgraded	cost_mod	wh_main_spell_heavens_urannons_thunderbolt_upgraded
dlc07_brt_fay_enchantress_wh_main_effect_magic_heavens_cooldown_urannons_thunderbolt	recharge_mod	wh_main_spell_heavens_urannons_thunderbolt
dlc07_brt_fay_enchantress_wh_main_effect_magic_heavens_enable_comet_of_casandora	enable	wh_main_spell_heavens_comet_of_casandora
dlc07_brt_fay_enchantress_wh2_main_effect_magic_heavens_enable_comet_of_casandora_upgraded	enable_overchage	wh_main_spell_heavens_comet_of_casandora
dlc07_brt_fay_enchantress_wh2_main_effect_magic_heavens_enable_comet_of_casandora_upgraded	enable	wh_main_spell_heavens_comet_of_casandora
dlc07_brt_fay_enchantress_wh_main_effect_magic_heavens_cooldown_comet_of_casandora	recharge_mod	wh_main_spell_heavens_comet_of_casandora
dlc07_brt_fay_enchantress_wh2_main_effect_magic_heavens_enable_comet_of_casandora_upgraded	enable_overchage	wh_main_spell_heavens_comet_of_casandora
dlc07_brt_fay_enchantress_wh2_main_effect_magic_heavens_enable_comet_of_casandora_upgraded	enable	wh_main_spell_heavens_comet_of_casandora
dlc07_brt_fay_enchantress_wh2_main_effect_magic_heavens_miscast_reduction_comet_of_casandora_upgraded	miscast_percentage_mod	wh_main_spell_heavens_comet_of_casandora_upgraded
dlc07_brt_fay_enchantress_wh2_main_effect_magic_heavens_reduce_wom_cost_comet_of_casandora	cost_mod	wh_main_spell_heavens_comet_of_casandora
dlc07_brt_fay_enchantress_wh2_main_effect_magic_heavens_reduce_wom_cost_comet_of_casandora_upgraded	cost_mod	wh_main_spell_heavens_comet_of_casandora_upgraded
dlc07_brt_fay_enchantress_wh_main_effect_magic_heavens_cooldown_comet_of_casandora	recharge_mod	wh_main_spell_heavens_comet_of_casandora
dlc07_brt_fay_enchantress_wh_main_effect_magic_heavens_enable_chain_lightning	enable	wh_main_spell_heavens_chain_lightning
dlc07_brt_fay_enchantress_wh2_main_effect_magic_heavens_reduce_wom_cost_chain_lightning	cost_mod	wh_main_spell_heavens_chain_lightning
dlc07_brt_fay_enchantress_wh_main_effect_magic_heavens_cooldown_chain_lightning	recharge_mod	wh_main_spell_heavens_chain_lightning
dlc07_brt_fay_enchantress_wh_main_effect_magic_heavens_enable_chain_lightning	enable	wh_main_spell_heavens_chain_lightning
wh2_dlc10_hef_alarielle_wh_main_effect_ability_enable_exorcism	enable	wh_main_lore_passive_exorcism
wh2_dlc10_hef_alarielle_wh2_main_effect_magic_light_enable_shems_burning_gaze_upgraded	enable_overchage	wh_main_spell_light_shems_burning_gaze
wh2_dlc10_hef_alarielle_wh2_main_effect_magic_light_enable_shems_burning_gaze_upgraded	enable	wh_main_spell_light_shems_burning_gaze
wh2_dlc10_hef_alarielle_wh_main_effect_magic_light_cooldown_shems_burning_gaze	recharge_mod	wh_main_spell_light_shems_burning_gaze
wh2_dlc10_hef_alarielle_wh2_main_effect_magic_light_enable_shems_burning_gaze_upgraded	enable_overchage	wh_main_spell_light_shems_burning_gaze
wh2_dlc10_hef_alarielle_wh2_main_effect_magic_light_enable_shems_burning_gaze_upgraded	enable	wh_main_spell_light_shems_burning_gaze
wh2_dlc10_hef_alarielle_wh2_main_effect_magic_light_miscast_reduction_shems_burning_gaze_upgraded	miscast_percentage_mod	wh_main_spell_light_shems_burning_gaze_upgraded
wh2_dlc10_hef_alarielle_wh2_main_effect_magic_light_reduce_wom_cost_shems_burning_gaze	cost_mod	wh_main_spell_light_shems_burning_gaze
wh2_dlc10_hef_alarielle_wh2_main_effect_magic_light_reduce_wom_cost_shems_burning_gaze_upgraded	cost_mod	wh_main_spell_light_shems_burning_gaze_upgraded
wh2_dlc10_hef_alarielle_wh_main_effect_magic_light_cooldown_shems_burning_gaze	recharge_mod	wh_main_spell_light_shems_burning_gaze
wh2_dlc10_hef_alarielle_wh_main_effect_magic_light_enable_phas_protection	enable	wh_main_spell_light_phas_protection
wh2_dlc10_hef_alarielle_wh2_main_effect_magic_light_enable_phas_protection_upgraded	enable_overchage	wh_main_spell_light_phas_protection
wh2_dlc10_hef_alarielle_wh2_main_effect_magic_light_enable_phas_protection_upgraded	enable	wh_main_spell_light_phas_protection
wh2_dlc10_hef_alarielle_wh_main_effect_magic_light_cooldown_phas_protection	recharge_mod	wh_main_spell_light_phas_protection
wh2_dlc10_hef_alarielle_wh2_main_effect_magic_light_enable_phas_protection_upgraded	enable_overchage	wh_main_spell_light_phas_protection
wh2_dlc10_hef_alarielle_wh2_main_effect_magic_light_enable_phas_protection_upgraded	enable	wh_main_spell_light_phas_protection
wh2_dlc10_hef_alarielle_wh2_main_effect_magic_light_miscast_reduction_phas_protection_upgraded	miscast_percentage_mod	wh_main_spell_light_phas_protection_upgraded
wh2_dlc10_hef_alarielle_wh2_main_effect_magic_light_reduce_wom_cost_phas_protection	cost_mod	wh_main_spell_light_phas_protection
wh2_dlc10_hef_alarielle_wh2_main_effect_magic_light_reduce_wom_cost_phas_protection_upgraded	cost_mod	wh_main_spell_light_phas_protection_upgraded
wh2_dlc10_hef_alarielle_wh_main_effect_magic_light_cooldown_phas_protection	recharge_mod	wh_main_spell_light_phas_protection
wh2_dlc10_hef_alarielle_wh_main_effect_magic_light_enable_light_of_battle	enable	wh_main_spell_light_light_of_battle
wh2_dlc10_hef_alarielle_wh2_main_effect_magic_light_enable_light_of_battle_upgraded	enable_overchage	wh_main_spell_light_light_of_battle
wh2_dlc10_hef_alarielle_wh2_main_effect_magic_light_enable_light_of_battle_upgraded	enable	wh_main_spell_light_light_of_battle
wh2_dlc10_hef_alarielle_wh_main_effect_magic_light_cooldown_light_of_battle	recharge_mod	wh_main_spell_light_light_of_battle
wh2_dlc10_hef_alarielle_wh2_main_effect_magic_light_enable_light_of_battle_upgraded	enable_overchage	wh_main_spell_light_light_of_battle
wh2_dlc10_hef_alarielle_wh2_main_effect_magic_light_enable_light_of_battle_upgraded	enable	wh_main_spell_light_light_of_battle
wh2_dlc10_hef_alarielle_wh2_main_effect_magic_light_miscast_reduction_light_of_battle_upgraded	miscast_percentage_mod	wh_main_spell_light_light_of_battle_upgraded
wh2_dlc10_hef_alarielle_wh2_main_effect_magic_light_reduce_wom_cost_light_of_battle	cost_mod	wh_main_spell_light_light_of_battle
wh2_dlc10_hef_alarielle_wh2_main_effect_magic_light_reduce_wom_cost_light_of_battle_upgraded	cost_mod	wh_main_spell_light_light_of_battle_upgraded
wh2_dlc10_hef_alarielle_wh_main_effect_magic_light_cooldown_light_of_battle	recharge_mod	wh_main_spell_light_light_of_battle
wh2_dlc10_hef_alarielle_wh_main_effect_magic_light_enable_net_of_amyntok	enable	wh_main_spell_light_net_of_amyntok
wh2_dlc10_hef_alarielle_wh2_main_effect_magic_light_enable_net_of_amyntok_upgraded	enable_overchage	wh_main_spell_light_net_of_amyntok
wh2_dlc10_hef_alarielle_wh2_main_effect_magic_light_enable_net_of_amyntok_upgraded	enable	wh_main_spell_light_net_of_amyntok
wh2_dlc10_hef_alarielle_wh_main_effect_magic_light_cooldown_net_of_amyntok	recharge_mod	wh_main_spell_light_net_of_amyntok
wh2_dlc10_hef_alarielle_wh2_main_effect_magic_light_enable_net_of_amyntok_upgraded	enable_overchage	wh_main_spell_light_net_of_amyntok
wh2_dlc10_hef_alarielle_wh2_main_effect_magic_light_enable_net_of_amyntok_upgraded	enable	wh_main_spell_light_net_of_amyntok
wh2_dlc10_hef_alarielle_wh2_main_effect_magic_light_miscast_reduction_net_of_amyntok_upgraded	miscast_percentage_mod	wh_main_spell_light_net_of_amyntok_upgraded
wh2_dlc10_hef_alarielle_wh2_main_effect_magic_light_reduce_wom_cost_net_of_amyntok	cost_mod	wh_main_spell_light_net_of_amyntok
wh2_dlc10_hef_alarielle_wh2_main_effect_magic_light_reduce_wom_cost_net_of_amyntok_upgraded	cost_mod	wh_main_spell_light_net_of_amyntok_upgraded
wh2_dlc10_hef_alarielle_wh_main_effect_magic_light_cooldown_net_of_amyntok	recharge_mod	wh_main_spell_light_net_of_amyntok
wh2_dlc10_hef_alarielle_wh_main_effect_magic_light_enable_banishment	enable	wh_main_spell_light_banishment
wh2_dlc10_hef_alarielle_wh2_main_effect_magic_light_enable_banishment_upgraded	enable_overchage	wh_main_spell_light_banishment
wh2_dlc10_hef_alarielle_wh2_main_effect_magic_light_enable_banishment_upgraded	enable	wh_main_spell_light_banishment
wh2_dlc10_hef_alarielle_wh_main_effect_magic_light_cooldown_banishment	recharge_mod	wh_main_spell_light_banishment
wh2_dlc10_hef_alarielle_wh2_main_effect_magic_light_enable_banishment_upgraded	enable_overchage	wh_main_spell_light_banishment
wh2_dlc10_hef_alarielle_wh2_main_effect_magic_light_enable_banishment_upgraded	enable	wh_main_spell_light_banishment
wh2_dlc10_hef_alarielle_wh2_main_effect_magic_light_miscast_reduction_banishment_upgraded	miscast_percentage_mod	wh_main_spell_light_banishment_upgraded
wh2_dlc10_hef_alarielle_wh2_main_effect_magic_light_reduce_wom_cost_banishment	cost_mod	wh_main_spell_light_banishment
wh2_dlc10_hef_alarielle_wh2_main_effect_magic_light_reduce_wom_cost_banishment_upgraded	cost_mod	wh_main_spell_light_banishment_upgraded
wh2_dlc10_hef_alarielle_wh_main_effect_magic_light_cooldown_banishment	recharge_mod	wh_main_spell_light_banishment
wh2_dlc10_hef_alarielle_wh_main_effect_magic_light_enable_bironas_timewarp	enable	wh_main_spell_light_bironas_timewarp
wh2_dlc10_hef_alarielle_wh2_main_effect_magic_light_enable_bironas_timewarp_upgraded	enable_overchage	wh_main_spell_light_bironas_timewarp
wh2_dlc10_hef_alarielle_wh2_main_effect_magic_light_enable_bironas_timewarp_upgraded	enable	wh_main_spell_light_bironas_timewarp
wh2_dlc10_hef_alarielle_wh_main_effect_magic_light_cooldown_bironas_timewarp	recharge_mod	wh_main_spell_light_bironas_timewarp
wh2_dlc10_hef_alarielle_wh2_main_effect_magic_light_enable_bironas_timewarp_upgraded	enable_overchage	wh_main_spell_light_bironas_timewarp
wh2_dlc10_hef_alarielle_wh2_main_effect_magic_light_enable_bironas_timewarp_upgraded	enable	wh_main_spell_light_bironas_timewarp
wh2_dlc10_hef_alarielle_wh2_main_effect_magic_light_miscast_reduction_bironas_timewarp_upgraded	miscast_percentage_mod	wh_main_spell_light_bironas_timewarp_upgraded
wh2_dlc10_hef_alarielle_wh2_main_effect_magic_light_reduce_wom_cost_bironas_timewarp	cost_mod	wh_main_spell_light_bironas_timewarp
wh2_dlc10_hef_alarielle_wh2_main_effect_magic_light_reduce_wom_cost_bironas_timewarp_upgraded	cost_mod	wh_main_spell_light_bironas_timewarp_upgraded
wh2_dlc10_hef_alarielle_wh_main_effect_magic_light_cooldown_bironas_timewarp	recharge_mod	wh_main_spell_light_bironas_timewarp
wh2_dlc10_hef_alarielle_wh_dlc05_effect_magic_ability_enable_life_bloom	enable	wh_dlc05_lore_passive_life_bloom
wh2_dlc10_hef_alarielle_wh_dlc05_effect_magic_life_cooldown_awakening_of_the_wood	recharge_mod	wh_dlc05_spell_life_awakening_of_the_wood
wh2_dlc10_hef_alarielle_wh_dlc05_effect_magic_life_enable_awakening_of_the_wood	enable	wh_dlc05_spell_life_awakening_of_the_wood
wh2_dlc10_hef_alarielle_wh2_main_effect_magic_life_reduce_wom_awakening_of_the_wood	cost_mod	wh_dlc05_spell_life_awakening_of_the_wood
wh2_dlc10_hef_alarielle_wh_dlc05_effect_magic_life_cooldown_awakening_of_the_wood	recharge_mod	wh_dlc05_spell_life_awakening_of_the_wood
wh2_dlc10_hef_alarielle_wh_dlc05_effect_magic_life_enable_awakening_of_the_wood	enable	wh_dlc05_spell_life_awakening_of_the_wood
wh2_dlc10_hef_alarielle_wh_dlc05_effect_magic_life_enable_earth_blood	enable	wh_dlc05_spell_life_earth_blood
wh2_dlc10_hef_alarielle_wh2_main_effect_magic_life_enable_earth_blood_upgraded	enable_overchage	wh_dlc05_spell_life_earth_blood
wh2_dlc10_hef_alarielle_wh2_main_effect_magic_life_enable_earth_blood_upgraded	enable	wh_dlc05_spell_life_earth_blood
wh2_dlc10_hef_alarielle_wh_dlc05_effect_magic_life_cooldown_earth_blood	recharge_mod	wh_dlc05_spell_life_earth_blood
wh2_dlc10_hef_alarielle_wh2_main_effect_magic_life_enable_earth_blood_upgraded	enable_overchage	wh_dlc05_spell_life_earth_blood
wh2_dlc10_hef_alarielle_wh2_main_effect_magic_life_enable_earth_blood_upgraded	enable	wh_dlc05_spell_life_earth_blood
wh2_dlc10_hef_alarielle_wh2_main_effect_magic_life_miscast_reduction_earth_blood_upgraded	miscast_percentage_mod	wh_dlc05_spell_life_earth_blood_upgraded
wh2_dlc10_hef_alarielle_wh2_main_effect_magic_life_reduce_wom_earth_blood	cost_mod	wh_dlc05_spell_life_earth_blood
wh2_dlc10_hef_alarielle_wh2_main_effect_magic_life_reduce_wom_earth_blood_upgraded	cost_mod	wh_dlc05_spell_life_earth_blood_upgraded
wh2_dlc10_hef_alarielle_wh_dlc05_effect_magic_life_cooldown_earth_blood	recharge_mod	wh_dlc05_spell_life_earth_blood
wh2_dlc10_hef_alarielle_wh_dlc05_effect_magic_life_enable_shield_of_thorns	enable	wh_dlc05_spell_life_shield_of_thorns
wh2_dlc10_hef_alarielle_wh2_main_effect_magic_life_enable_shield_of_thorns_upgraded	enable_overchage	wh_dlc05_spell_life_shield_of_thorns
wh2_dlc10_hef_alarielle_wh2_main_effect_magic_life_enable_shield_of_thorns_upgraded	enable	wh_dlc05_spell_life_shield_of_thorns
wh2_dlc10_hef_alarielle_wh_dlc05_effect_magic_life_cooldown_shield_of_thorns	recharge_mod	wh_dlc05_spell_life_shield_of_thorns
wh2_dlc10_hef_alarielle_wh2_main_effect_magic_life_enable_shield_of_thorns_upgraded	enable_overchage	wh_dlc05_spell_life_shield_of_thorns
wh2_dlc10_hef_alarielle_wh2_main_effect_magic_life_enable_shield_of_thorns_upgraded	enable	wh_dlc05_spell_life_shield_of_thorns
wh2_dlc10_hef_alarielle_wh2_main_effect_magic_life_miscast_reduction_shield_of_thorns_upgraded	miscast_percentage_mod	wh_dlc05_spell_life_shield_of_thorns_upgraded
wh2_dlc10_hef_alarielle_wh2_main_effect_magic_life_reduce_wom_shield_of_thorns	cost_mod	wh_dlc05_spell_life_shield_of_thorns
wh2_dlc10_hef_alarielle_wh2_main_effect_magic_life_reduce_wom_shield_of_thorns_upgraded	cost_mod	wh_dlc05_spell_life_shield_of_thorns_upgraded
wh2_dlc10_hef_alarielle_wh_dlc05_effect_magic_life_cooldown_shield_of_thorns	recharge_mod	wh_dlc05_spell_life_shield_of_thorns
wh2_dlc10_hef_alarielle_wh_dlc05_effect_magic_life_enable_flesh_to_stone	enable	wh_dlc05_spell_life_flesh_to_stone
wh2_dlc10_hef_alarielle_wh2_main_effect_magic_life_enable_flesh_to_stone_upgraded	enable_overchage	wh_dlc05_spell_life_flesh_to_stone
wh2_dlc10_hef_alarielle_wh2_main_effect_magic_life_enable_flesh_to_stone_upgraded	enable	wh_dlc05_spell_life_flesh_to_stone
wh2_dlc10_hef_alarielle_wh_dlc05_effect_magic_life_cooldown_flesh_to_stone	recharge_mod	wh_dlc05_spell_life_flesh_to_stone
wh2_dlc10_hef_alarielle_wh2_main_effect_magic_life_enable_flesh_to_stone_upgraded	enable_overchage	wh_dlc05_spell_life_flesh_to_stone
wh2_dlc10_hef_alarielle_wh2_main_effect_magic_life_enable_flesh_to_stone_upgraded	enable	wh_dlc05_spell_life_flesh_to_stone
wh2_dlc10_hef_alarielle_wh2_main_effect_magic_life_miscast_reduction_flesh_to_stone_upgraded	miscast_percentage_mod	wh_dlc05_spell_life_flesh_to_stone_upgraded
wh2_dlc10_hef_alarielle_wh2_main_effect_magic_life_reduce_wom_flesh_to_stone	cost_mod	wh_dlc05_spell_life_flesh_to_stone
wh2_dlc10_hef_alarielle_wh2_main_effect_magic_life_reduce_wom_flesh_to_stone_upgraded	cost_mod	wh_dlc05_spell_life_flesh_to_stone_upgraded
wh2_dlc10_hef_alarielle_wh_dlc05_effect_magic_life_cooldown_flesh_to_stone	recharge_mod	wh_dlc05_spell_life_flesh_to_stone
wh2_dlc10_hef_alarielle_wh_dlc05_effect_magic_life_enable_regrowth	enable	wh_dlc05_spell_life_regrowth
wh2_dlc10_hef_alarielle_wh2_main_effect_magic_life_enable_regrowth_upgraded	enable_overchage	wh_dlc05_spell_life_regrowth
wh2_dlc10_hef_alarielle_wh2_main_effect_magic_life_enable_regrowth_upgraded	enable	wh_dlc05_spell_life_regrowth
wh2_dlc10_hef_alarielle_wh_dlc05_effect_magic_life_cooldown_regrowth	recharge_mod	wh_dlc05_spell_life_regrowth
wh2_dlc10_hef_alarielle_wh2_main_effect_magic_life_enable_regrowth_upgraded	enable_overchage	wh_dlc05_spell_life_regrowth
wh2_dlc10_hef_alarielle_wh2_main_effect_magic_life_enable_regrowth_upgraded	enable	wh_dlc05_spell_life_regrowth
wh2_dlc10_hef_alarielle_wh2_main_effect_magic_life_miscast_reduction_regrowth_upgraded	miscast_percentage_mod	wh_dlc05_spell_life_regrowth_upgraded
wh2_dlc10_hef_alarielle_wh2_main_effect_magic_life_reduce_wom_regrowth	cost_mod	wh_dlc05_spell_life_regrowth
wh2_dlc10_hef_alarielle_wh2_main_effect_magic_life_reduce_wom_regrowth_upgraded	cost_mod	wh_dlc05_spell_life_regrowth_upgraded
wh2_dlc10_hef_alarielle_wh_dlc05_effect_magic_life_cooldown_regrowth	recharge_mod	wh_dlc05_spell_life_regrowth
wh2_dlc10_hef_alarielle_wh_dlc05_effect_magic_life_enable_the_dwellers_below	enable	wh_dlc05_spell_life_the_dwellers_below
wh2_dlc10_hef_alarielle_wh2_main_effect_magic_life_enable_dwellers_below_upgraded	enable_overchage	wh_dlc05_spell_life_the_dwellers_below
wh2_dlc10_hef_alarielle_wh2_main_effect_magic_life_enable_dwellers_below_upgraded	enable	wh_dlc05_spell_life_the_dwellers_below
wh2_dlc10_hef_alarielle_wh_dlc05_effect_magic_life_cooldown_the_dwellers_below	recharge_mod	wh_dlc05_spell_life_the_dwellers_below
wh2_dlc10_hef_alarielle_wh2_main_effect_magic_life_enable_dwellers_below_upgraded	enable_overchage	wh_dlc05_spell_life_the_dwellers_below
wh2_dlc10_hef_alarielle_wh2_main_effect_magic_life_enable_dwellers_below_upgraded	enable	wh_dlc05_spell_life_the_dwellers_below
wh2_dlc10_hef_alarielle_wh2_main_effect_magic_life_miscast_reduction_dwellers_below_upgraded	miscast_percentage_mod	wh_dlc05_spell_life_the_dwellers_below_upgraded
wh2_dlc10_hef_alarielle_wh2_main_effect_magic_life_reduce_wom_dwellers_below	cost_mod	wh_dlc05_spell_life_the_dwellers_below
wh2_dlc10_hef_alarielle_wh2_main_effect_magic_life_reduce_wom_dwellers_below_upgraded	cost_mod	wh_dlc05_spell_life_the_dwellers_below_upgraded
wh2_dlc10_hef_alarielle_wh_dlc05_effect_magic_life_cooldown_the_dwellers_below	recharge_mod	wh_dlc05_spell_life_the_dwellers_below
wh2_dlc10_hef_alarielle_wh2_main_effect_ability_enable_shield_of_saphery	enable	wh2_main_lore_passive_shield_of_saphery
wh2_dlc10_hef_alarielle_wh2_main_effect_magic_high_cooldown_apotheosis	recharge_mod	wh2_main_spell_high_magic_apotheosis
wh2_dlc10_hef_alarielle_wh2_main_effect_magic_high_enable_apotheosis_upgraded	enable_overchage	wh2_main_spell_high_magic_apotheosis
wh2_dlc10_hef_alarielle_wh2_main_effect_magic_high_enable_apotheosis_upgraded	enable	wh2_main_spell_high_magic_apotheosis
wh2_dlc10_hef_alarielle_wh2_main_effect_magic_high_cooldown_apotheosis	recharge_mod	wh2_main_spell_high_magic_apotheosis
wh2_dlc10_hef_alarielle_wh2_main_effect_magic_high_enable_apotheosis_upgraded	enable_overchage	wh2_main_spell_high_magic_apotheosis
wh2_dlc10_hef_alarielle_wh2_main_effect_magic_high_enable_apotheosis_upgraded	enable	wh2_main_spell_high_magic_apotheosis
wh2_dlc10_hef_alarielle_wh2_main_effect_magic_high_miscast_reduction_apotheosis_upgraded	miscast_percentage_mod	wh2_main_spell_high_magic_apotheosis_upgraded
wh2_dlc10_hef_alarielle_wh2_main_effect_magic_high_reduce_wom_cost_apotheosis	cost_mod	wh2_main_spell_high_magic_apotheosis
wh2_dlc10_hef_alarielle_wh2_main_effect_magic_high_reduce_wom_cost_apotheosis_upgraded	cost_mod	wh2_main_spell_high_magic_apotheosis_upgraded
wh2_dlc10_hef_alarielle_wh2_main_effect_magic_high_enable_hand_of_glory	enable	wh2_main_spell_high_magic_hand_of_glory
wh2_dlc10_hef_alarielle_wh2_main_effect_magic_high_cooldown_hand_of_glory	recharge_mod	wh2_main_spell_high_magic_hand_of_glory
wh2_dlc10_hef_alarielle_wh2_main_effect_magic_high_enable_hand_of_glory_upgraded	enable_overchage	wh2_main_spell_high_magic_hand_of_glory
wh2_dlc10_hef_alarielle_wh2_main_effect_magic_high_enable_hand_of_glory_upgraded	enable	wh2_main_spell_high_magic_hand_of_glory
wh2_dlc10_hef_alarielle_wh2_main_effect_magic_high_cooldown_hand_of_glory	recharge_mod	wh2_main_spell_high_magic_hand_of_glory
wh2_dlc10_hef_alarielle_wh2_main_effect_magic_high_enable_hand_of_glory_upgraded	enable_overchage	wh2_main_spell_high_magic_hand_of_glory
wh2_dlc10_hef_alarielle_wh2_main_effect_magic_high_enable_hand_of_glory_upgraded	enable	wh2_main_spell_high_magic_hand_of_glory
wh2_dlc10_hef_alarielle_wh2_main_effect_magic_high_miscast_reduction_hand_of_glory_upgraded	miscast_percentage_mod	wh2_main_spell_high_magic_hand_of_glory_upgraded
wh2_dlc10_hef_alarielle_wh2_main_effect_magic_high_reduce_wom_cost_hand_of_glory	cost_mod	wh2_main_spell_high_magic_hand_of_glory
wh2_dlc10_hef_alarielle_wh2_main_effect_magic_high_reduce_wom_cost_hand_of_glory_upgraded	cost_mod	wh2_main_spell_high_magic_hand_of_glory_upgraded
wh2_dlc10_hef_alarielle_wh2_main_effect_magic_high_enable_soul_quench	enable	wh2_main_spell_high_magic_soul_quench
wh2_dlc10_hef_alarielle_wh2_main_effect_magic_high_cooldown_soul_quench	recharge_mod	wh2_main_spell_high_magic_soul_quench
wh2_dlc10_hef_alarielle_wh2_main_effect_magic_high_enable_soul_quench_upgraded	enable_overchage	wh2_main_spell_high_magic_soul_quench
wh2_dlc10_hef_alarielle_wh2_main_effect_magic_high_enable_soul_quench_upgraded	enable	wh2_main_spell_high_magic_soul_quench
wh2_dlc10_hef_alarielle_wh2_main_effect_magic_high_cooldown_soul_quench	recharge_mod	wh2_main_spell_high_magic_soul_quench
wh2_dlc10_hef_alarielle_wh2_main_effect_magic_high_enable_soul_quench_upgraded	enable_overchage	wh2_main_spell_high_magic_soul_quench
wh2_dlc10_hef_alarielle_wh2_main_effect_magic_high_enable_soul_quench_upgraded	enable	wh2_main_spell_high_magic_soul_quench
wh2_dlc10_hef_alarielle_wh2_main_effect_magic_high_miscast_reduction_soul_quench_upgraded	miscast_percentage_mod	wh2_main_spell_high_magic_soul_quench_upgraded
wh2_dlc10_hef_alarielle_wh2_main_effect_magic_high_reduce_wom_cost_soul_quench	cost_mod	wh2_main_spell_high_magic_soul_quench
wh2_dlc10_hef_alarielle_wh2_main_effect_magic_high_reduce_wom_cost_soul_quench_upgraded	cost_mod	wh2_main_spell_high_magic_soul_quench_upgraded
wh2_dlc10_hef_alarielle_wh2_main_effect_magic_high_enable_tempest	enable	wh2_main_spell_high_magic_tempest
wh2_dlc10_hef_alarielle_wh2_main_effect_magic_high_cooldown_tempest	recharge_mod	wh2_main_spell_high_magic_tempest
wh2_dlc10_hef_alarielle_wh2_main_effect_magic_high_enable_tempest_upgraded	enable_overchage	wh2_main_spell_high_magic_tempest
wh2_dlc10_hef_alarielle_wh2_main_effect_magic_high_enable_tempest_upgraded	enable	wh2_main_spell_high_magic_tempest
wh2_dlc10_hef_alarielle_wh2_main_effect_magic_high_cooldown_tempest	recharge_mod	wh2_main_spell_high_magic_tempest
wh2_dlc10_hef_alarielle_wh2_main_effect_magic_high_enable_tempest_upgraded	enable_overchage	wh2_main_spell_high_magic_tempest
wh2_dlc10_hef_alarielle_wh2_main_effect_magic_high_enable_tempest_upgraded	enable	wh2_main_spell_high_magic_tempest
wh2_dlc10_hef_alarielle_wh2_main_effect_magic_high_miscast_reduction_tempest_upgraded	miscast_percentage_mod	wh2_main_spell_high_magic_tempest_upgraded
wh2_dlc10_hef_alarielle_wh2_main_effect_magic_high_reduce_wom_cost_tempest	cost_mod	wh2_main_spell_high_magic_tempest
wh2_dlc10_hef_alarielle_wh2_main_effect_magic_high_reduce_wom_cost_tempest_upgraded	cost_mod	wh2_main_spell_high_magic_tempest_upgraded
wh2_dlc10_hef_alarielle_wh2_main_effect_magic_high_enable_arcane_unforging	enable	wh2_main_spell_high_magic_arcane_unforging
wh2_dlc10_hef_alarielle_wh2_main_effect_magic_high_cooldown_arcane_unforging	recharge_mod	wh2_main_spell_high_magic_arcane_unforging
wh2_dlc10_hef_alarielle_wh2_main_effect_magic_high_enable_arcane_unforging_upgraded	enable_overchage	wh2_main_spell_high_magic_arcane_unforging
wh2_dlc10_hef_alarielle_wh2_main_effect_magic_high_enable_arcane_unforging_upgraded	enable	wh2_main_spell_high_magic_arcane_unforging
wh2_dlc10_hef_alarielle_wh2_main_effect_magic_high_cooldown_arcane_unforging	recharge_mod	wh2_main_spell_high_magic_arcane_unforging
wh2_dlc10_hef_alarielle_wh2_main_effect_magic_high_enable_arcane_unforging_upgraded	enable_overchage	wh2_main_spell_high_magic_arcane_unforging
wh2_dlc10_hef_alarielle_wh2_main_effect_magic_high_enable_arcane_unforging_upgraded	enable	wh2_main_spell_high_magic_arcane_unforging
wh2_dlc10_hef_alarielle_wh2_main_effect_magic_high_miscast_reduction_arcane_unforging_upgraded	miscast_percentage_mod	wh2_main_spell_high_magic_arcane_unforging_upgraded
wh2_dlc10_hef_alarielle_wh2_main_effect_magic_high_reduce_wom_cost_arcane_unforging	cost_mod	wh2_main_spell_high_magic_arcane_unforging
wh2_dlc10_hef_alarielle_wh2_main_effect_magic_high_reduce_wom_cost_arcane_unforging_upgraded	cost_mod	wh2_main_spell_high_magic_arcane_unforging_upgraded
wh2_dlc10_hef_alarielle_wh2_main_effect_magic_high_enable_fiery_convocation	enable	wh2_main_spell_high_magic_fiery_convocation
wh2_dlc10_hef_alarielle_wh2_main_effect_magic_high_cooldown_fiery_convocation	recharge_mod	wh2_main_spell_high_magic_fiery_convocation
wh2_dlc10_hef_alarielle_wh2_main_effect_magic_high_enable_fiery_convocation_upgraded	enable_overchage	wh2_main_spell_high_magic_fiery_convocation
